TokenID,t_o,FullText,Target,t_surf,DtExp,CS,Reason,DtRes,CS,Reason,DtUniv,CS,Reason,DtDTAM,TLTS,CS,Reason,TLAspPfv,CS,Reason,TLMdIrr,CS,Reason,ClNegPol,CS,Reason,ClIntgv,CS,Reason,ClCntfcl,CS,Reason,VcPass,CS,Reason,ASTrns,CS,Reason,ASUnrg,CS,Reason,ASUncc,CS,Reason,AktState,CS,Reason,AktAct,CS,Reason,AktAcc,CS,Reason,AktAch,CS,Reason,AktSemel,CS,Reason,eng_gram,cmn_gram,deu_gram,jpn_gram,metadata
42018042,1,And Jesus said to him : » Receive your sight ! Your faith has made you whole . «,has made (you) whole,has made you whole,0,High," The phrase ""has made you whole"" implies a transformation to a state of wholeness, which is a resultative state change, thus not experiential.",1,High," The verb phrase ""has made (you) whole"" describes a literal change of state (from unwell to whole), and the subject (you) is currently in that changed state, fitting the definition of Resultative.",0,High," The verb ""made"" describes a Change of State, focusing on the resulting condition of being whole, rather than the duration of the action.",0,0,High," The target gram ""has made"" is a standard Present Perfect construction, formed with the present tense auxiliary ""has"" and the past participle ""made,"" thus fitting the criteria for a 0.",1,High," The verb ""made"" signifies a change of state, and the perfect tense ""has made"" presents this transition as a completed whole, thus perfective.",0,High," The phrase ""has made you whole"" describes a completed action in the past that has resulted in a present state, indicating a fact about the actual world.",0,High," The clause ""Your faith has made you whole"" is a positive assertion, and there is no negation present that scopes over the target gram.",0,High," ""Has made (you) whole"" describes an instantaneous transition to a state of wholeness, fitting the definition of an Achievement and resisting duration.",0,High," The sentence describes a real event that actually happened, where Jesus healed someone and their faith made them whole, indicating an indicative/realis clause.",0,High," The target gram ""has made"" is in the active voice, where the subject ""faith"" is the agent performing the action of making someone whole.",1,High," ""has made"" takes two objects: ""you"" (direct object) and ""whole"" (object complement), thus fitting the ditransitive criterion for a transitive verb.",0,High," The verb ""has made"" is transitive, taking ""you"" as a direct object, thus disqualifying it from being an unergative verb.",0,High," The verb ""made"" is transitive, taking ""you"" as a direct object, thus disqualifying it from being unaccusative.",0,High," The verb phrase ""has made (you) whole"" describes a change of state, specifically the process of becoming whole, which is a dynamic event.",0,High," ""Has made (you) whole"" implies a specific endpoint or result (wholeness), indicating an accomplishment rather than an activity.",1,High," ""Made whole"" implies a gradual process of healing or restoration, fitting the 'Gradual Physical Change' criterion and the 'build-up phase' aspect of Accomplishments.",1,High," ""Has made (you) whole"" describes an instantaneous transition to a state of wholeness, fitting the definition of an Achievement and resisting duration.",0,High," The phrase ""has made (you) whole"" describes a change of state, moving from a state of being unwell to a state of being whole, thus indicating an Achievement rather than a Semelfactive event.","present, participle",le,"partizip, haben, indikativ, prasens",,
42019008,1,"Zacchaeus stood before Jesus and said : » Lord , I now give half of all my possessions to the poor . If I have defrauded any one I will give back four times the amount taken . «",have defrauded,have defrauded,1,High," The verb ""defrauded"" describes a completed activity that does not necessarily result in a visible state change, and the sentence implies a question of whether Zacchaeus has ever defrauded anyone, fitting the Experiential definition.",0,High," The phrase ""have defrauded"" describes a past action of defrauding, but the context focuses on Zacchaeus's willingness to make restitution, not on the current state of the defrauded individuals; therefore, it is not resultative.",0,High," The phrase ""have defrauded"" refers to a completed action with a focus on the result (the act of defrauding), rather than a continuous state or habitual series of events, and it is not explicitly linked to a duration adverbial.",0,0,High," The gram ""have defrauded"" is a standard Present Perfect construction using the auxiliary ""have"" and a past participle, thus fitting the criteria for a 0.",1,High," The verb ""defraud"" describes a change of state (from not defrauded to defrauded), and the use of ""have defrauded"" with this dynamic verb indicates a perfective aspect, focusing on the completed action of defrauding.",0,High," The phrase ""If I have defrauded anyone"" presents a potential past action, but the use of the present perfect ""have defrauded"" within the conditional clause suggests a possible realized event in the past, making it more akin to a statement of fact about a possible past action rather than a purely hypothetical or unrealized situation.",0,High," The clause ""If I have defrauded any one"" is a conditional clause, and the verb ""have defrauded"" is not under the scope of any negation.",0,High," ""Have defrauded"" describes an instantaneous transition to a state of having defrauded someone, fits with ""at [specific time]"" (e.g., ""If I have defrauded anyone in the past...""), resists ""stop"" (""stop defrauding"" implies an ongoing activity, not a completed achievement), and has no inherent duration.",0,High," The conditional clause ""If I have defrauded anyone"" presents an open possibility, not a counterfactual scenario, as it's uncertain whether Zacchaeus actually defrauded anyone.",0,High," The target gram ""have defrauded"" is in the active voice, with ""I"" as the agent performing the action of defrauding.",1,High," The verb ""have defrauded"" takes a direct object ""any one,"" indicating a transitive usage.",0,High," The verb ""have defrauded"" is transitive because it takes the direct object ""any one,"" indicating that someone was defrauded, thus disqualifying it as an unergative verb.",0,High," The verb ""defraud"" is transitive, as it takes a direct object (""any one""), indicating that the subject (""I"") is performing an action upon someone, not undergoing a change of state or location.",0,High," ""Have defrauded"" describes a completed action of defrauding, indicating a change of state and a dynamic event, thus not a static state.",0,High," ""Have defrauded"" implies a completed action of defrauding someone, suggesting a specific endpoint and thus aligning with an accomplishment rather than an activity.",0,High," ""Defraud"" is a Social/Legal Transaction, which the diagnostics specify should be set to 0, even if preparation is required.",1,High," ""Have defrauded"" describes an instantaneous transition to a state of having defrauded someone, fits with ""at [specific time]"" (e.g., ""If I have defrauded anyone in the past...""), resists ""stop"" (""stop defrauding"" implies an ongoing activity, not a completed act), and has no inherent duration.",0,High," ""Have defrauded"" implies a potential series of actions leading to a change of state (the defrauded person being in a worse financial situation), thus it is not a single, instantaneous, atelic event.","present, participle",le,"indikativ, partizip, prasens, haben",,
42019009,1,Jesus said to him : » Salvation has come to this house today . He is also a son of Abraham .,has come,has come,0,High," The verb ""come"" is a motion verb, and the subject (""salvation"") is currently present at the destination (""this house""), indicating a change of location with the subject now present.",1,High," The verb ""has come"" describes a motion verb where salvation has moved to the house and remains there, indicating a change of state for the house.",0,High," The phrase ""has come"" describes a punctual event (the arrival of salvation) and focuses on the resulting state rather than the duration of the action.",0,0,High," The gram ""has come"" is a standard Present Perfect construction formed with the present auxiliary ""has"" and the past participle ""come,"" thus fitting the criteria for a 0.",1,High," ""Has come"" describes a transition or boundary event (the arrival of salvation), fitting the perfective aspect definition.",0,High," ""has come"" asserts a fact about the actual world, indicating that salvation has indeed arrived at the house, thus representing a realized event.",0,High," The clause ""Salvation has come to this house today"" is a positive assertion, and there is no negation present that scopes over the target gram.",0,High," ""Has come"" describes an instantaneous transition to a new state (arrival), fits with ""at [specific time]"" (e.g., ""Salvation has come at noon""), and resists ""stop"" (""stop coming"" doesn't fit the instantaneous nature of the arrival of salvation).",0,High," The phrase ""has come"" describes a real event that actually happened, indicating an indicative/realis clause, not a counterfactual one.",0,High," The verb ""come"" is not a past participle, and the sentence does not describe an action being done to the subject; rather, it describes an event that has occurred.",0,High," ""has come"" is used intransitively, as it does not have a direct object.",0,High," ""Has come"" describes a change of state happening to the subject ""salvation,"" making it unaccusative rather than unergative.",1,High," ""Has come"" describes a change of location (arrival) happening to the subject ""salvation,"" fitting the definition of an unaccusative verb.",0,High," ""Has come"" describes a change of state or an event occurring, indicating a dynamic situation rather than a static one.",0,High," ""Has come"" in this context implies a completed arrival or entrance, suggesting a specific endpoint and thus not fitting the criteria of an activity.",0,High," ""Has come"" in this context signifies an arrival or an instantaneous change of state, fitting the definition of an Achievement rather than an Accomplishment.",1,High," ""Has come"" describes an instantaneous transition to a new state (arrival), fits with ""at [specific time]"" (e.g., ""Salvation has come at noon""), and resists ""stop"" (""stop coming"" doesn't fit the instantaneous nature of the arrival of salvation).",0,High," ""Has come"" implies a change of state (from not being in the house to being in the house) and potentially a duration, thus it is not a semelfactive event.","present, participle",le,"indikativ, partizip, prasens, sein",,
42019015,1,» He received the kingdom and went back to check on his servants . He wanted to know what they had gained by trading with the money he gave them .,had gained,had gained,0,--,"OR The verb ""gained"" describes a Change of Possession, which is a condition to set the feature to 0, but the context implies the servants have *experience* in trading, thus the feature should be set to 1.",1,High," The phrase ""had gained"" describes a change of possession (the servants now possess something they didn't before), and the speaker wants to know the current state of their gains, fitting the Resultative definition.",0,High," The phrase ""had gained"" focuses on the result of their trading, specifically what they obtained, rather than the duration or continuous nature of the trading activity itself, indicating a resultative aspect rather than a universal one.",0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect tense, which triggers a value of 1 according to the diagnostics.",1,High," ""Had gained"" uses Simple Perfect morphology with a dynamic verb (""gain""), and the context suggests a completed action of acquiring profit through trading, thus marking a bounded event.",0,High," The phrase ""had gained"" describes a past action that the speaker wanted to know about, presenting it as a realized event in the past, not a hypothetical or potential one.",0,High," The clause ""had gained"" is not under the scope of any negator; the negation, if any, applies to ""wanted to know,"" not ""had gained.""",0,High," ""Had gained"" describes an instantaneous transition to a state of having something, fitting the definition of an Achievement.",0,High," The phrase ""had gained"" describes a past action (gaining by trading) that occurred before another past action (wanting to know), indicating past perfect for anteriority in a narrative, not a counterfactual scenario.",0,High," The target gram ""had gained"" is in the active voice, where the subject ""they"" is the agent performing the action of gaining.",1,High," ""had gained"" has an overt object ""what they had gained by trading with the money he gave them,"" indicating a transitive usage.",0,High," The verb ""gained"" takes a direct object ""what they had gained,"" making it transitive and thus not unergative.",0,High," ""Had gained"" is transitive, as it takes ""what they"" as a direct object, thus it cannot be unaccusative.",0,High," ""Had gained"" describes an accomplishment, indicating a completed action of acquiring something through trading, which is a dynamic event.",0,High," ""Had gained"" implies a specific result or profit achieved through trading, indicating a goal-oriented action and thus an accomplishment rather than an activity.",0,High," ""Gained"" in this context implies an ACHIEVEMENT, a result of trading, rather than a gradual process; it's more about the outcome than the process itself.",1,High," ""Had gained"" describes an instantaneous transition to a state of having something, fitting the definition of an Achievement.",0,High," ""Had gained"" implies a change of state (from not having gained to having gained something) and potentially a duration of activity related to the trading, thus it is not a semelfactive event.","past, participle",le,"konj1, partizip, prasens, haben",,
42019016,1,» The first reported : Your pound has made ten pounds more .,has made (ten pounds more),has made,0,High," The verb ""made"" implies a change of possession or state (the pound now has more value), which is a condition for setting the feature to 0.",1,High," The verb ""has made"" describes a change of possession (or value) and the implication is that the pound now exists as ten pounds more, fulfilling the Resultative criteria.",0,High," The verb ""made"" describes a Change of State, and the focus is on the resulting condition (ten pounds more), not the duration of the action itself, thus it is Resultative.",0,0,High," The auxiliary ""has"" is in the present tense, and the gram follows the structure of the present perfect, thus it is not tense-shifted.",1,High," The verb ""made"" describes a change of state (from having less to having more), and the use of ""has made"" indicates a completed transition, fitting the perfective aspect.",0,High," The phrase ""has made"" describes a completed action in the past with present relevance, asserting a fact about the actual world.",0,High," The clause ""Your pound has made ten pounds more"" is a positive assertion, and there is no negation present that scopes over the target gram.",0,High," ""Has made"" in this context describes an instantaneous transition to a new state of having ten pounds more, fitting the definition of an Achievement.",0,High," The sentence reports a factual statement about the pound's performance, indicating a real event rather than a counterfactual scenario.",0,High," The verb ""has made"" is in the active voice, with ""your pound"" being the agent performing the action of making more pounds.",1,High," ""has made"" takes a direct object ""ten pounds more,"" fulfilling the criteria for a transitive verb.",0,High," The verb ""has made"" is transitive, taking ""ten pounds more"" as a direct object, thus disqualifying it from being an unergative verb.",0,High," The verb ""made"" is transitive, taking ""ten pounds more"" as a direct object, thus disqualifying it from being unaccusative.",0,High," ""Has made"" describes a completed action resulting in a change of state (the pound now being ten pounds more), indicating a dynamic event rather than a static state.",0,High," The phrase ""has made ten pounds more"" implies a specific endpoint or goal (the creation of ten pounds), indicating an accomplishment rather than an activity.",1,High," ""Has made ten pounds more"" describes a constructive process with a defined goal (increasing the amount of money), fitting the 'Constructive Process' criterion and implying a gradual increase over time.",1,High," ""Has made"" in this context describes an instantaneous transition to a new state of having ten pounds more, fitting the definition of an Achievement.",0,High," The phrase ""has made ten pounds more"" implies a change of state (from having a certain amount of money to having ten pounds more), thus it is not a semelfactive event.","present, participle",le,"partizip, haben, indikativ, prasens",,
42019018,1,"» The second said : Your pound , Lord , has made five pounds .",has made (five pounds),has made,0,High," The phrase ""has made five pounds"" implies a change in possession or value, and the result (the increase in pounds) is the focus, not the experience of making it.",1,High," The verb ""has made"" describes a change of possession/status (increase in wealth) that is currently held, fitting the criteria for Resultative.",0,High," The verb ""made"" describes a Change of State, and the focus is on the resulting condition (five pounds), not the duration of the action itself.",0,0,High," The gram ""has made"" is a standard Present Perfect construction formed with the present tense auxiliary ""has"" and the past participle ""made,"" thus fitting the criteria for a 0.",1,High," The verb ""made"" describes a change of state (creating five pounds), and the auxiliary ""has"" indicates perfect aspect, thus marking a completed transition and a perfective aspect.",0,High," The phrase ""has made five pounds"" describes a completed action in the past with present relevance, presenting it as a fact about the actual world.",0,High," The clause ""has made five pounds"" is a positive assertion, not under the scope of any negation.",0,High," ""Has made"" implies a process with duration and a resulting state (having five more pounds), fitting the description of an Accomplishment rather than an instantaneous Achievement.",0,High," The sentence describes a real event where the pound made five pounds, not a hypothetical or counterfactual situation.",0,High," The target gram ""has made"" is in the active voice, where the subject ""Your pound"" is the agent performing the action of making five pounds.",1,High," The verb ""has made"" has an overt direct object ""five pounds,"" indicating a transitive construction.",0,High," The verb ""has made"" is transitive, taking ""five pounds"" as a direct object, thus disqualifying it from being an unergative verb.",0,High," The verb ""made"" is transitive, as it takes the direct object ""five pounds,"" thus disqualifying it from being unaccusative.",0,High," The verb phrase ""has made"" describes an accomplishment, indicating a change of state and a dynamic event, thus it is not a state.",0,High," The phrase ""has made five pounds"" implies a specific endpoint or result (the creation of five pounds), indicating an accomplishment rather than an activity.",1,High," ""Has made five pounds"" describes a constructive process with a defined goal (increasing the initial pound to five pounds), fitting the 'Constructive Process' criterion and implying a gradual increase in value over time.",1,--,"OR ""Has made"" implies a process with duration and a resulting state (having five more pounds), fitting the description of an Accomplishment rather than an instantaneous Achievement.",0,High," The verb ""made"" in this context implies a change of state (from having one amount of money to having a larger amount), indicating an Achievement rather than a Semelfactive event.","present, participle",guo,"partizip, haben, indikativ, prasens",,
42019030,1,"He told them , » Go into the nearby village . You will find a colt tied . No man has ever sat on him . Untie him and bring him to me .",has sat,has ever sat,1,High," The verb ""sat"" is a completed activity, and the sentence is a Negative Perfect (""has ever sat""), indicating the absence of the event in the colt's history, thus fitting the Experiential diagnostic.",0,High," The verb ""has sat"" describes an activity that does not result in a lexical change of state; the absence of someone sitting on the colt does not cause a change of state.",0,High," The phrase ""has sat"" describes a state that has never occurred, focusing on the lack of a single, completed event rather than a continuous state or habitual series.",0,0,High," The gram ""has sat"" is a standard Present Perfect construction formed with the present auxiliary ""has"" and the past participle ""sat,"" thus not indicating a tense shift.",0,High," The verb ""sat"" describes a state of being seated, and the sentence emphasizes the lack of prior instances of this state, indicating a homogeneous state with no boundary, rather than a completed action.",0,High," The phrase ""has sat"" is in the present perfect tense and describes a state of affairs that is presented as a fact about the colt's history, indicating a realized event.",1,High," The clause ""No man has ever sat on him"" contains the negative quantifier ""No man"" in the subject position, which triggers clausal negation, thus the target gram ""has sat"" is under the scope of negation.",0,High," ""Has sat"" describes an activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," The sentence describes a state of affairs (""No man has ever sat on him"") that is presented as a factual condition of the colt, not a counterfactual scenario.",0,High," The subject ""man"" is the agent performing the action ""sat,"" indicating active voice, not passive.",0,High," The verb ""sat"" is used intransitively, as there is no direct object present, indicating an intransitive usage.",1,High," ""has sat"" is intransitive, and ""sat"" describes an activity performed by a volitional agent (sitting) without targeting an object, fitting the criteria for an unergative verb.",0,High," ""has sat"" is not unaccusative because the subject ""man"" is an agent performing the action of sitting, making it an unergative verb.",1,--,"OR The verb ""sat"" describes an event (sitting), and the perfect construction ""has sat"" doesn't negate the dynamic nature of the action, indicating Aktionsart: Activity.",0,High," ""Has sat"" implies a completed action of sitting, and the context emphasizes the colt's never having been sat upon, suggesting a single, completed event rather than a continuous activity.",0,High," ""Has sat"" describes a state resulting from a single, completed action (sitting), not a gradual process with a terminal point, and it doesn't fit the criteria of a constructive process, gradual physical change, or motion verb with a goal.",0,High," ""Has sat"" describes an activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," ""Has sat"" implies a state resulting from the action of sitting, and the context suggests a duration or repeated instances of sitting being relevant to the colt's condition, thus it is not a punctual, atelic event.","present, participle","suo_de, compound","partizip, haben, indikativ, prasens",,
42019037,1,He was near the descent of the Mount of Olives . The entire crowd of disciples rejoiced and praised God with a loud voice for all the mighty works they had seen .,they had seen,had seen,1,High," The verb ""seen"" is a verb of perception, and the clause describes an event in the disciples' history, fitting the criteria for Experiential.",0,High," The verb ""seen"" describes an act of perception (""mighty works they had seen"") and does not result in a lexical change of state for the subject.",0,High," The focus is on the completed action of seeing the mighty works, not the duration of the seeing, and it is not habitual.",0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect tense, which triggers a value of 1 according to the diagnostics.",1,High," The verb ""seen"" describes a completed action in the past, using Simple Perfect morphology with a dynamic verb, indicating a perfective aspect.",0,High," The phrase ""they had seen"" uses the past perfect tense to describe an event that actually occurred in the past, indicating a realized event rather than a hypothetical or potential one.",0,High," The clause ""they had seen"" is a positive assertion within a larger positive statement, and there is no negation present that scopes over the target gram.",0,High," ""See"" typically describes an activity with duration, and the phrase ""all the mighty works they had seen"" implies a period of observation, not an instantaneous event.",0,High," The sentence describes a real event that actually happened, where the disciples rejoiced and praised God for the mighty works they had seen, indicating a factual past rather than a counterfactual scenario.",0,High," The subject ""they"" is performing the action of ""seeing,"" indicating active voice, not passive.",1,High," The verb ""seen"" has an overt direct object ""all the mighty works,"" indicating a transitive usage.",0,High," The verb ""seen"" is transitive, taking ""all the mighty works"" as a direct object, thus violating the requirement for an unergative verb to be intransitive.",0,High," The verb ""seen"" is transitive, taking ""the mighty works"" as a direct object, thus disqualifying it from being unaccusative.",0,--,"OR The verb ""see"" describes a perception, and in this context, it refers to a completed observation of ""mighty works,"" fitting the criteria for a stative Aktionsart.",1,--,"OR ""They had seen"" implies a completed action with a specific result (the mighty works), indicating an accomplishment rather than an ongoing activity.",0,High," ""See"" in this context refers to the *result* of witnessing mighty works, not the gradual process of seeing something unfold, thus failing the ""Gradual Physical Change"" and ""Constructive Process"" tests.",0,High," ""See"" typically describes an activity with duration, and the phrase ""all the mighty works they had seen"" implies a period of observation, not an instantaneous event.",0,High," The verb ""seen"" in the context of ""all the mighty works"" implies a duration of observation and experience, not a punctual, instantaneous event.","past, participle","le, compound","prat, partizip, haben, indikativ",,
42019046,1,He said : » It is written my house shall be a house of prayer . You have made it a den of robbers . «,have made it (a den of robbers),have made it,0,High," The phrase ""have made it a den of robbers"" implies a change of state and current condition of the house, fitting the criteria for Resultative rather than Experiential.",1,High," The phrase ""have made it a den of robbers"" implies a change of state (from a house of prayer to a den of robbers) and that the house is currently in that state, thus fitting the definition of Resultative.",0,High," The verb ""make"" describes a Change of State, focusing on the resulting condition (a den of robbers) rather than the duration of the action.",0,0,High," The auxiliary ""have"" is in the present tense, and the construction follows the standard Present Perfect form, thus not indicating a tense shift.",1,High," The verb ""made"" signifies a change of state, and the perfect tense ""have made"" presents this transition as a completed event, thus perfective.",0,High," The phrase ""have made it"" describes a past action that has resulted in a current state, presenting it as a realized fact rather than a hypothetical or potential situation.",0,High," The clause ""You have made it a den of robbers"" is a positive assertion, not under the scope of any negation.",0,High," ""Have made it a den of robbers"" describes an instantaneous transition of the house's state, fitting the definition of an Achievement.",0,High," The phrase ""have made it a den of robbers"" describes a present state resulting from a past action, but it doesn't imply a counterfactual scenario; it's presented as a factual accusation.",0,High," The target gram ""have made it"" is in the active voice, where ""you"" (implied subject) is the agent performing the action of making.",1,High," The verb ""have made"" takes a direct object ""it"" and a second object ""a den of robbers,"" indicating a ditransitive construction, which is a type of transitive construction.",0,High," The verb ""made"" is transitive, taking ""it"" as a direct object, thus disqualifying it from being an unergative verb.",0,High," The verb ""made"" is transitive, taking ""it"" as a direct object, thus disqualifying it from being unaccusative.",0,High," The phrase ""have made it"" describes a completed action that resulted in a change of state (from a house of prayer to a den of robbers), indicating a dynamic event rather than a static state.",0,High," The phrase ""have made it a den of robbers"" implies a completed action with a specific result (the house is now a den of robbers), indicating an accomplishment rather than an activity.",1,High," ""Have made it a den of robbers"" describes a constructive process with a defined goal (the transformation of the house), fitting the 'Constructive Process' criterion and implying a duration of activity.",1,High," ""Have made it a den of robbers"" describes an instantaneous transition of the house's state, fitting the definition of an Achievement.",0,High," The phrase ""have made it a den of robbers"" implies a change of state, transforming the house into something new, thus not fitting the definition of a semelfactive event.","present, participle",compound,"partizip, haben, indikativ, prasens",,
42020039,1,"Some of the scribes answered , » Teacher you have said well . «",have said (well),have said,1,High," The verb ""said"" is a verb of communication, fitting the criteria for Experiential.",0,Medium," The focus is on the act of speaking well, not a lasting change of state resulting from the utterance; it's more about the quality of the statement than a resultant condition.",0,High," The phrase ""have said well"" refers to a single instance of speaking, focusing on the completion of the act of saying something rather than its duration or continuous nature.",0,0,High," The gram ""have said"" is a standard Present Perfect construction formed with the present tense auxiliary ""have"" and the past participle ""said.""",1,High," The phrase ""have said"" uses Simple Perfect morphology with a verb that marks a transition or boundary in the conversation, thus fitting the criteria for perfective aspect.",0,High," The phrase ""have said well"" asserts a fact about what the scribes said, presenting it as a realized event in the past.",0,High," The clause ""have said well"" is a positive assertion, and there is no negation present that scopes over it.",0,High," ""Have said"" describes an action with a duration and potential for repetition, failing the instantaneous transition test and aligning more with an activity than an achievement.",0,High," The phrase ""have said well"" describes a statement that the teacher actually made, not a hypothetical or counterfactual situation.",0,High," The target gram ""have said"" is in the active voice, where the subject ""you"" is the agent performing the action of saying.",0,--,"OR The verb ""have said"" takes the direct object ""well,"" indicating a transitive usage.",1,High," The verb ""said"" is used intransitively, with ""well"" functioning as an adverb, and the subject ""scribes"" is a volitional agent performing the activity of speaking, thus fitting the criteria for an unergative verb.",0,High," The verb ""said"" is transitive in nature, even though the direct object is implied or elided in this specific sentence; it takes an agentive subject (""scribes"") and expresses an action performed by that agent.",0,High," ""Have said"" in this context describes an action (saying something), which is dynamic and thus not a state.",0,High," ""Have said well"" implies a completed action of speaking with a positive evaluation, suggesting an accomplishment with a defined endpoint.",1,--,"OR ""Saying"" something, even ""saying well,"" is more akin to a cognitive decision or a speech act, lacking the gradual, constructive process or physical change characteristic of accomplishments; it's closer to an achievement.",0,High," ""Have said"" describes an action with a duration and potential for repetition, failing the instantaneous transition test and aligning more with an activity than an achievement.",0,High," The phrase ""have said well"" implies a completed utterance, which, while potentially brief, involves a process of speaking and thus has duration, disqualifying it from being a purely instantaneous, atelic event.","present, participle",nullmarked,"partizip, haben, indikativ, prasens",,
42022015,1,He said to them : » I have earnestly wanted to eat this Passover with you before I die .,have (earnestly) wanted,have earnestly wanted,0,--,"OR The verb ""wanted"" is a verb of desire, which falls under the broader category of verbs of perception or communication, thus indicating an experiential reading.",0,High," The verb ""want"" describes a state of mind, not a change of state or location, and the adverb ""earnestly"" further emphasizes the internal desire rather than a resulting condition.",1,High," The verb ""want"" is a stative verb, and the sentence implies a continuous desire up to the point of speaking, fitting the definition of Universal.",0,0,High," The target gram ""have wanted"" is a standard Present Perfect construction formed with the present tense auxiliary ""have"" and the past participle ""wanted,"" thus not indicating a tense shift.",0,High," ""Have wanted"" describes a state of desiring, which is a homogeneous state with no clear boundary, rather than a completed action or transition.",0,High," The phrase ""have wanted"" expresses a past desire that has persisted until the present, presenting it as a fact about the speaker's state of mind, thus indicating a realized event.",0,High," The clause ""have earnestly wanted"" is not under the scope of any negator; the negation is associated with the subordinate clause ""before I die.""",0,High," ""Have wanted"" expresses a state of desiring over a period of time, indicating duration and therefore not fitting the instantaneous nature of an Achievement.",0,High," The phrase ""have earnestly wanted"" expresses a real desire that the speaker has, not a counterfactual situation or unfulfilled wish.",0,High," The target gram ""have wanted"" is in the active voice, indicating that the subject ""I"" is the agent performing the action of wanting, not the patient undergoing an action.",0,High," The verb ""want"" here does not have an overt direct object; the infinitive phrase ""to eat this Passover"" functions as a complement, not a direct object, and the omission of a direct object focuses on the activity of wanting.",1,High," The verb ""want"" is used intransitively, and the subject ""I"" is a volitional agent performing an activity (wanting) without targeting an object, thus fitting the criteria for an unergative verb.",0,High," The verb ""want"" is not intransitive; it takes a complement clause (""to eat this Passover with you before I die""), thus it cannot be unaccusative.",1,High," ""Want"" describes a mental state, and the perfect construction ""have wanted"" doesn't inherently make it dynamic; it expresses a state that has held true up to the present.",0,High," ""Want"" is a stative verb, indicating a state of being rather than a dynamic process requiring continuous energy input.",0,High," ""Wanting"" is a cognitive decision, which the diagnostics specify should be set to 0, even with the adverb ""earnestly.""",0,High," ""Have wanted"" expresses a state of desiring over a period of time, indicating duration and therefore not fitting the instantaneous nature of an Achievement.",0,High," ""Have wanted"" implies a duration and a state of wanting, not a punctual, instantaneous event.","present, participle",le,"partizip, haben, indikativ, prasens",,
42022017,1,"He received a cup , and when he had given thanks , he said : » Take this , and share it among yourselves .",had given thanks,had given,1,High," The verb ""given thanks"" is a completed activity that does not result in a state change, and it can be considered a Verb of Communication, fitting the criteria for Experiential.",0,--,"OR ""Had given thanks"" implies a change of state where he was previously not thankful and now is, and the subsequent action (""he said"") is predicated on this completed state of thankfulness.",0,High," The phrase ""had given thanks"" describes a completed action (giving thanks) prior to another action (speaking), focusing on the completion of the event rather than its duration or continuous nature.",0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect tense, which triggers a value of 1 according to the diagnostics.",1,High," The phrase ""had given thanks"" describes a completed action of giving thanks, marking a transition or boundary in the narrative, thus fitting the perfective aspect.",0,High," The phrase ""had given thanks"" describes a completed action in the past, presented as a factual event within the narrative, thus it is Realis.",0,High," The clause ""had given thanks"" is not under the scope of any negation; the sentence expresses a positive action of giving thanks.",0,High," ""Give thanks"" describes an activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," The phrase ""had given thanks"" describes a completed action in the past, specifically the act of giving thanks before instructing them to share the cup, and does not express a counterfactual scenario.",0,High," The target gram ""had given thanks"" is in the active voice, with ""he"" as the agent performing the action of giving thanks, not the patient undergoing an action.",0,High," The phrase ""had given thanks"" functions intransitively; ""thanks"" is not a direct object being acted upon, but rather part of a set phrase indicating an activity.",1,High," ""Had given thanks"" is an intransitive verb phrase where the subject ""he"" is a volitional agent performing an activity (giving thanks) without targeting an object, thus fitting the criteria for an unergative verb.",0,High," ""Had given thanks"" is not an intransitive verb; it implies an object (thanks), and the subject is an agent performing an action (giving), thus it is not unaccusative.",0,High," ""Had given thanks"" describes a completed action, indicating a change from a state of not having given thanks to a state of having done so, thus it is dynamic.",0,High," ""Had given thanks"" implies a completed action with a specific endpoint, fitting the criteria for not being an activity.",0,High," ""Give thanks"" is a cognitive/social act, similar to 'pay' or 'decide', and thus an achievement rather than an accomplishment, even if the act of giving thanks might take a short amount of time.",1,High," ""Had given thanks"" describes an instantaneous transition to a state of gratitude, fitting the criteria for an Achievement, and it resists being stopped (you can't ""stop giving thanks"" mid-action).",0,High," ""Had given thanks"" implies a single, punctual action, but the act of giving thanks, even if brief, is not instantaneous and can be seen as having a slight duration, thus not fitting the strict definition of a semelfactive event.","past, participle",nullmarked,"prat, indikativ",,
